,hostel,hostel_info,link
3893,Ostello della Gioventu' di Parma,"[7-8.5, Awards:0, Italy, Parma, Linen Included , Wheelchair Friendly, Security Lockers, Key Card Access, Common Room, Bicycle Parking, Breakfast Not Included, Air Conditioning, Parking, Steam Room, Bicycle Hire, Towels for hire, Luggage Storage, 24 Hour Reception, 24 Hour Security, , H_t6]",http://www.hostelworld.com/hosteldetails.php/Ostello-della-Gioventu-di-Parma/Parma/38566
3894,Brook Lane Hostel Regensburg,"[7-8.5, Awards:0, Germany, Regensburg, Free City Maps, Free WiFi, Free Internet Access , Common Room, Bicycle Parking, Breakfast Not Included, Hot Showers, Linen Not Included, Self-Catering Facilities, Cable TV, Safe Deposit Box, Towels for hire, Luggage Storage, Tours/Travel Desk, Mini-Supermarket, No Curfew, H_t6]",http://www.hostelworld.com/hosteldetails.php/Brook-Lane-Hostel-Regensburg/Regensburg/11742
3895,Adore Plaza,"[7-8.5, Awards:0, Spain, San Sebastian, Linen Included , Wheelchair Friendly, Elevator, Steam Room, Towels for hire, Luggage Storage, Tours/Travel Desk, No Curfew, H_t8]",http://www.hostelworld.com/hosteldetails.php/Adore-Plaza/San-Sebastian/3369
3896,B&B Carmen,"[7-8.5, Awards:0, Italy, Verona, Free Breakfast, Towels Included, Free WiFi, Free Internet Access , Elevator, Air Conditioning, Cable TV, Hair Dryers, , H_t8]",http://www.hostelworld.com/hosteldetails.php/B-and-B-Carmen/Verona/43873
3897,Harbin Russia International Youth Hostel,"[7-8.5, Awards:0, China, Harbin, Common Room, Air Conditioning, Hot Showers , Internet Access, 24 Hour Reception, Tours/Travel Desk, Bar, Vending Machines, Games Room, No Curfew, H_t5]",http://www.hostelworld.com/hosteldetails.php/Harbin-Russia-International-Youth-Hostel/Harbin/56080
3898,Guesthouse Chlumova,"[7-8.5, Awards:0, Czech Republic, Prague, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Bicycle Parking, Breakfast Not Included, Book Exchange, Self-Catering Facilities, Hair Dryers, Internet Access, Laundry Facilities, Airport Transfers, Tea & Coffee Making Facilities, Child Friendly, Taxes Included, H_t6]",http://www.hostelworld.com/hosteldetails.php/Guesthouse-Chlumova/Prague/12281
3899,K&K Centre,"[>8.5, Awards:0, Italy, Rome, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Elevator, Breakfast Not Included, Air Conditioning, Cable TV, Hair Dryers, Internet Access, Luggage Storage, Tea & Coffee Making Facilities, Credit Cards Accepted, No Curfew, Taxes Not Included, H_t7]",http://www.hostelworld.com/hosteldetails.php/K-and-K-Centre/Rome/8093
3900,Nikolina rooms,"[>8.5, Awards:0, Croatia, Dubrovnik, Linen Included, Free Parking, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Bicycle Parking, Breakfast Not Included, Air Conditioning, Hot Showers, Fridge/Freezer, Parking, Hair Dryers, Iron / Ironing Board, Safe Deposit Box, Internet Access, Laundry Facilities, Airport Transfers, Luggage Storage, 24 Hour Reception, Tea & Coffee Making Facilities, DVD's, Credit Cards Not Accepted, No Curfew, Non Smoking, Pet Friendly, Taxes Included, H_t4]",http://www.hostelworld.com/hosteldetails.php/Nikolina-rooms/Dubrovnik/19925
3901,Ducks and Drakes,"[>8.5, Awards:0, New Zealand, New Plymouth, Linen Included, Free Parking, Free City Maps, Towels Included , Common Room, Bicycle Parking, BBQ, Breakfast Not Included, Book Exchange, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Jobs Board, Parking, Hair Dryers, Ceiling Fan, Card Phones, Washing Machine, Internet Access, Laundry Facilities, Bicycle Hire, Luggage Storage, Fax Service, Housekeeping, Vending Machines, Tea & Coffee Making Facilities, DVD's, Board Games, Credit Cards Accepted, No Curfew]",http://www.hostelworld.com/hosteldetails.php/Ducks-and-Drakes/New-Plymouth/45955
3902,Hostal Magnolio,"[>8.5, Awards:0, Chile, Vina del Mar, Free Breakfast, Free City Maps, Free WiFi, Free Internet Access , Cable TV, Outdoor Terrace, Internet Access, Laundry Facilities, Housekeeping, Board Games, ]",http://www.hostelworld.com/hosteldetails.php/Hostal-Magnolio/Vina-del-Mar/9441
3903,Backpackers Florence Central,"[7-8.5, Awards:0, Italy, Florence, Linen Included, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Common Room, Breakfast Not Included, Adaptors, Hot Showers, Self-Catering Facilities, Cable TV, Reading Light, Hair Dryers For Hire, Hair Dryers, Steam Room, Internet Access, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, 24 Hour Security, Child Friendly, No Curfew, H_t6]",http://www.hostelworld.com/hosteldetails.php/Backpackers-Florence-Central/Florence/28642
3904,La Albahaca Hostel,"[>8.5, Awards:0, Argentina, Tilcara, Free Breakfast, Free WiFi , Security Lockers, BBQ, Towels for hire, 24 Hour Reception, Bar, Cafe, Nightclub, Pool Table, Credit Cards Not Accepted, H_t5]",http://www.hostelworld.com/hosteldetails.php/La-Albahaca-Hostel/Tilcara/24595
3905,Hotel Buschhausen,"[<5, Awards:0, Germany, Aachen, Wheelchair Friendly, Swimming Pool, Elevator, Hot Showers, Hair Dryers, Safe Deposit Box , Internet Access, Luggage Storage, Tours/Travel Desk, Housekeeping, Restaurant, Bar, Minibar, Credit Cards Accepted, H_t1]",http://www.hostelworld.com/hosteldetails.php/Hotel-Buschhausen/Aachen/8976
3906,"B&B in Venice, Flat Ca'Corte","[7-8.5, Awards:0, Italy, Venice, Free City Maps , Breakfast Not Included, Air Conditioning, Hair Dryers, Internet Access, Laundry Facilities, Caf̩, Tea & Coffee Making Facilities, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Not Included, H_t3]",http://www.hostelworld.com/hosteldetails.php/B-and-B-in-Venice-Flat-Ca-Corte/Venice/8665
3907,TIU Kreschatik,"[>8.5, Awards:2, Ukraine, Kiev, Linen Included, Free Parking, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Security Lockers, Common Room, Elevator, Bicycle Parking, Breakfast Not Included, Air Conditioning, Meeting Rooms, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Cable TV, Reading Light, Parking, Hair Dryers, Iron / Ironing Board, Safe Deposit Box, Microwave, Card Phones, Washing Machine, Internet Access, Laundry Facilities, Airport Transfers, Towels for hire, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Currency Exchange, Shuttle Bus, 24 Hour Security, Housekeeping, Bar, Vending Machines, Tea & Coffee Making Facilities, DVD's, Board Games, Wi-Fi, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t10]",http://www.hostelworld.com/hosteldetails.php/TIU-Kreschatik/Kiev/34765
3908,Jammin Hostel Rimini,"[>8.5, Awards:0, Italy, Rimini, Free Breakfast, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Wheelchair Friendly, Security Lockers, Common Room, Elevator, Bicycle Parking, Air Conditioning, Meeting Rooms, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Outdoor Terrace, Reading Light, Jobs Board, Hair Dryers For Hire, Hair Dryers, Ceiling Fan, Safe Deposit Box, Washing Machine, Laundry Facilities, Bicycle Hire, Towels for hire, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Postal Service, 24 Hour Security, Housekeeping, Bar, Cafe, Nightclub, Wii, DVD's, Board Games, Games Room, Pool Table, Age Restriction, Credit Cards Accepted, No Curfew, Non Smoking, Pet Friendly, Taxes Not Included, H_t5]",http://www.hostelworld.com/hosteldetails.php/Jammin-Hostel-Rimini/Rimini/12165
3909,Backpack Guesthouse / Shantee House,"[>8.5, Awards:0, Hungary, Budapest, Linen Included, Free Parking, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Common Room, Bicycle Parking, Air Conditioning, Book Exchange, Self-Catering Facilities, Cable TV, Hair Dryers, Ceiling Fan, Washing Machine, Laundry Facilities, Bicycle Hire, Towels for hire, 24 Hour Reception, 24 Hour Security, Housekeeping, DVD's, Board Games, Child Friendly, Credit Cards Accepted, No Curfew, Non Smoking, Pet Friendly, Taxes Included, H_t6]",http://www.hostelworld.com/hosteldetails.php/Backpack-Guesthouse-Shantee-House/Budapest/13903
3910,Pensao do Norte,"[>8.5, Awards:0, Portugal, Porto, Free City Maps, Towels Included, Free WiFi , Air Conditioning, Hot Showers, Cots Available, Cable TV, Internet Access, Luggage Storage, 24 Hour Reception, Housekeeping, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t3]",http://www.hostelworld.com/hosteldetails.php/Pensao-do-Norte/Porto/27905
3911,Riad Zahraa,"[>8.5, Awards:0, Morocco, Meknes, Free Breakfast, Towels Included, Free WiFi, Free Internet Access , Wheelchair Friendly, Security Lockers, Bicycle Parking, Air Conditioning, Book Exchange, Hot Showers, Cots Available, Self-Catering Facilities, Cable TV, Parking, Hair Dryers, Ceiling Fan, Safe Deposit Box, Card Phones, Internet Access, Laundry Facilities, Airport Transfers, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Currency Exchange, 24 Hour Security, Restaurant, Meals Available, Tea & Coffee Making Facilities, DVD's, Board Games, Child Friendly, No Curfew, Pet Friendly, Taxes Not Included, H_t9]",http://www.hostelworld.com/hosteldetails.php/Riad-Zahraa/Meknes/31391
3912,Villa Merry No 1 at the Khan River,"[>8.5, Awards:0, Laos, Luang Prabang, Towels Included, Free WiFi , Bicycle Parking, Air Conditioning, Hot Showers, Outdoor Terrace, Airport Transfers, Bicycle Hire, Luggage Storage, Tours/Travel Desk, Postal Service, Housekeeping, Restaurant, Child Friendly, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t3]",http://www.hostelworld.com/hosteldetails.php/Villa-Merry-No-1-at-the-Khan-River/Luang-Prabang/19093
3913,Thaksin Grand Home,"[7-8.5, Awards:0, Thailand, Krabi, Free Parking, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Bicycle Parking, Breakfast Not Included, Air Conditioning, Hot Showers, Self-Catering Facilities, Cable TV, Parking, Ceiling Fan, Internet Access, Tours/Travel Desk, Tea & Coffee Making Facilities, , H_t9]",http://www.hostelworld.com/hosteldetails.php/Thaksin-Grand-Home/Krabi/37527
3914,Residencial Zarco,"[7-8.5, Awards:0, Portugal, Funchal, Free Breakfast, Towels Included, Free WiFi , Common Room, Hot Showers, Cable TV, Internet Access, Laundry Facilities, Fax Service, 24 Hour Reception, Credit Cards Accepted, H_t6]",http://www.hostelworld.com/hosteldetails.php/Residencial-Zarco/Funchal/16244
3915,Blue Galah Backpackers Hostel,"[7-8.5, Awards:0, Australia, Adelaide, Free Breakfast, Linen Included, Free City Maps, Free Internet Access , Wheelchair Friendly, Common Room, BBQ, Air Conditioning, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Jobs Board, Iron / Ironing Board, Washing Machine, Towels Not Included, Internet Access, Laundry Facilities, Towels for hire, Luggage Storage, Fax Service, Tours/Travel Desk, Housekeeping, Reception (limited hours), Bar, Vending Machines, DVD's, Wi-Fi, Credit Cards Accepted, No Curfew, Non Smoking, H_t8]",http://www.hostelworld.com/hosteldetails.php/Blue-Galah-Backpackers-Hostel/Adelaide/4564
3916,Botanic Villa Bed & Breakfast,"[7-8.5, Awards:0, Ireland, Dublin, Free Breakfast, Free WiFi , Hot Showers, Parking, Hair Dryers, Internet Access, 24 Hour Reception, Tours/Travel Desk, Credit Cards Accepted, No Curfew]",http://www.hostelworld.com/hosteldetails.php/Botanic-Villa-Bed-and-Breakfast/Dublin/13734
3917,Lidwala Backpacker Lodge,"[>8.5, Awards:1, Swaziland, Lobamba, Linen Included, Free Parking , Security Lockers, Swimming Pool, Common Room, BBQ, Breakfast Not Included, Book Exchange, Hot Showers, Self-Catering Facilities, Hot Tub, Cable TV, Outdoor Terrace, Jobs Board, Parking, Outdoor Swimming Pool, Safe Deposit Box, Internet Access, Laundry Facilities, Airport Transfers, Bicycle Hire, Luggage Storage, Tours/Travel Desk, 24 Hour Security, Housekeeping, Bar, Meals Available, Tea & Coffee Making Facilities, Board Games, Games Room, Child Friendly, Credit Cards Accepted, No Curfew, Taxes Included, H_t1]",http://www.hostelworld.com/hosteldetails.php/Lidwala-Backpacker-Lodge/Lobamba/20994
3918,Hotel Cortina,"[5-7, Awards:0, Germany, Berlin, Free Internet Access , Wheelchair Friendly, Elevator, Breakfast Not Included, Parking, Hair Dryers, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Child Friendly, Credit Cards Accepted, Non Smoking, Pet Friendly, Taxes Not Included, H_t4]",http://www.hostelworld.com/hosteldetails.php/Hotel-Cortina/Berlin/14299
3919,Patanuk Lake & Bar,"[7-8.5, Awards:0, Argentina, Bariloche, Free Breakfast, Free Internet Access , Swimming Pool, Common Room, BBQ, Cable TV, Outdoor Terrace, Reading Light, Parking, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, 24 Hour Security, Bar, ]",http://www.hostelworld.com/hosteldetails.php/Patanuk-Lake-and-Bar/Bariloche/19929
3920,Lovett's Hostel,"[7-8.5, Awards:0, Ireland, Dingle, Linen Included, Free Parking, Free City Maps, Free WiFi, Free Internet Access , Common Room, Bicycle Parking, Breakfast Not Included, Hot Showers, Self-Catering Facilities, Cooker, Utensils, Parking, Hair Dryers, Microwave, Towels Not Included, Steam Room, Internet Access, Bicycle Hire, Towels for hire, Tea & Coffee Making Facilities, Board Games, Wi-Fi, Credit Cards Not Accepted, Curfew, Non Smoking]",http://www.hostelworld.com/hosteldetails.php/Lovett-s-Hostel/Dingle/51787
3921,Ballyeamon Barn Tourist Hostel,"[>8.5, Awards:0, Northern Ireland, Cushendall, Linen Included, Free Parking, Free WiFi, Free Internet Access , Bicycle Parking, BBQ, Meeting Rooms, Adaptors, Hot Showers, Self-Catering Facilities, Hair Dryers, Washing Machine, Internet Access, Laundry Facilities, Luggage Storage, 24 Hour Reception, Tea & Coffee Making Facilities, DVD's, Board Games, Credit Cards Not Accepted, Non Smoking, Taxes Included, H_t8]",http://www.hostelworld.com/hosteldetails.php/Ballyeamon-Barn-Tourist-Hostel/Cushendall/71343
3922,Hostel Split Mediterranean  House,"[>8.5, Awards:0, Croatia, Split, Linen Included, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Air Conditioning, Hot Showers, Self-Catering Facilities, Parking, Washing Machine, Steam Room, Internet Access, Airport Transfers, Tours/Travel Desk, Tea & Coffee Making Facilities, Age Restriction, No Curfew, Taxes Included]",http://www.hostelworld.com/hosteldetails.php/Hostel-Split-Mediterranean-House/Split/13436
3923,Mi Casa Hostel,"[>8.5, Awards:0, Costa Rica, San Jose, Free Breakfast, Linen Included, Free Parking, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Security Lockers, Common Room, Bicycle Parking, Book Exchange, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Ceiling Fan, Card Phones, Washing Machine, Internet Access, Laundry Facilities, Airport Transfers, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, ATM, 24 Hour Security, Cafe, DVD's, Games Room, Pool Table, No Curfew]",http://www.hostelworld.com/hosteldetails.php/Mi-Casa-Hostel/San-Jose/9720
3924,Oviedo,"[5-7, Awards:0, Mexico, Acapulco, Free WiFi, Free Internet Access , Elevator, Air Conditioning, Cable TV, Parking, Ceiling Fan, Safe Deposit Box, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Currency Exchange, ATM, 24 Hour Security, Mini-Supermarket, Credit Cards Accepted, Taxes Included, H_t6]",http://www.hostelworld.com/hosteldetails.php/Oviedo/Acapulco/22592
3925,Sunhouse Backpackers,"[>8.5, Awards:0, Brazil, Florianopolis, Linen Included, Free Parking, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Common Room, Bicycle Parking, BBQ, Breakfast Not Included, Air Conditioning, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Fridge/Freezer, Hot Tub, Cable TV, Outdoor Terrace, Reading Light, Parking, Hair Dryers, Ceiling Fan, Iron / Ironing Board, Microwave, Washing Machine, Internet Access, Laundry Facilities, Airport Transfers, Bicycle Hire, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, Shuttle Bus, Postal Service, 24 Hour Security, Housekeeping, Wake-up calls, Meals Available, Tea & Coffee Making Facilities, DVD's, Board Games, Wi-Fi, Credit Cards Accepted, Taxes Included]",http://www.hostelworld.com/hosteldetails.php/Sunhouse-Backpackers/Florianopolis/62578
3926,Hostel Caracol,"[>8.5, Awards:0, Colombia, Popayan, Linen Included, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Security Lockers, Common Room, Bicycle Parking, Breakfast Not Included, Hot Showers, Self-Catering Facilities, Internet Access, Laundry Facilities, Bicycle Hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, 24 Hour Security, Vending Machines, Cafe, Child Friendly, Credit Cards Not Accepted, No Curfew, Non Smoking, Pet Friendly, Taxes Included, H_t1]",http://www.hostelworld.com/hosteldetails.php/Hostel-Caracol/Popayan/56363
3927,Elena Borgen,"[<5, Awards:0, Nicaragua, Managua, Towels Included, Free WiFi , Breakfast Not Included, Cable TV, Internet Access, Luggage Storage, Age Restriction, Credit Cards Accepted, Curfew, Non Smoking, Taxes Included, H_t6]",http://www.hostelworld.com/hosteldetails.php/Elena-Borgen/Managua/6513
3928,Hotel Don Moises,"[7-8.5, Awards:0, Honduras, Copan Ruinas, Free WiFi, Free Internet Access , Air Conditioning, Book Exchange, Cable TV, Outdoor Terrace, Internet Access, Laundry Facilities, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, Currency Exchange, Shuttle Bus, 24 Hour Security, Housekeeping, Restaurant, Caf̩, Tea & Coffee Making Facilities, Wi-Fi, Credit Cards Accepted, No Curfew, Taxes Included]",http://www.hostelworld.com/hosteldetails.php/Hotel-Don-Moises/Copan-Ruinas/57096
3929,Secret Garden Tulum,"[>8.5, Awards:0, Mexico, Tulum, Free Parking, Free City Maps, Free WiFi, Free Internet Access , Wheelchair Friendly, Breakfast Not Included, Air Conditioning, Book Exchange, Parking, Ceiling Fan, Safe Deposit Box, Internet Access, Laundry Facilities, Airport Transfers, Luggage Storage, Tours/Travel Desk, Housekeeping, Caf̩, Tea & Coffee Making Facilities, Minibar, Credit Cards Accepted, Credit Cards Not Accepted, Non Smoking, Taxes Included, H_t5]",http://www.hostelworld.com/hosteldetails.php/Secret-Garden-Tulum/Tulum/46502
3930,"Yucatan Mayan Retreat, Ecohotel & Camping","[7-8.5, Awards:0, Mexico, Chichen Itza, Linen Included, Free Parking , Security Lockers, Swimming Pool, Common Room, BBQ, Breakfast Not Included, Hot Showers, Self-Catering Facilities, Hot Tub, Parking, Outdoor Swimming Pool, Safe Deposit Box, Card Phones, Internet Access, 24 Hour Reception, Tours/Travel Desk, Currency Exchange, 24 Hour Security, Restaurant, Bar, Vending Machines, Caf̩, , H_t6]",http://www.hostelworld.com/hosteldetails.php/Yucatan-Mayan-Retreat-Ecohotel-and-Camping/Chichen-Itza/39180
3931,Retox Party Hostel,"[>8.5, Awards:2, Hungary, Budapest, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Key Card Access, Common Room, Breakfast Not Included, Adaptors, Hot Showers, Self-Catering Facilities, Hair Dryers For Hire, Steam Room, Internet Access, Bicycle Hire, Towels for hire, Luggage Storage, 24 Hour Reception, Housekeeping, Bar, Pool Table, Foosball, Age Restriction, Credit Cards Not Accepted, No Curfew, H_t5]",http://www.hostelworld.com/hosteldetails.php/Retox-Party-Hostel/Budapest/51589
3932,Tangier Melting Pot Hostel,"[>8.5, Awards:0, Morocco, Tangier, Free Breakfast, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Common Room, BBQ, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Outdoor Terrace, Reading Light, Hair Dryers For Hire, Washing Machine, Steam Room, Internet Access, Laundry Facilities, Towels for hire, Luggage Storage, 24 Hour Reception, Currency Exchange, 24 Hour Security, Bar, Meals Available, Board Games, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t6]",http://www.hostelworld.com/hosteldetails.php/Tangier-Melting-Pot-Hostel/Tangier/69460
3933,Hotel San Maurizio,"[7-8.5, Awards:0, Italy, Venice, Free City Maps, Free WiFi , Breakfast Not Included, Adaptors, Hair Dryers, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, 24 Hour Security, Housekeeping, Child Friendly, Non Smoking, Pet Friendly, H_t9]",http://www.hostelworld.com/hosteldetails.php/Hotel-San-Maurizio/Venice/13902
3934,Hotel Nizza,"[<5, Awards:0, Germany, Dusseldorf, Free City Maps , Elevator, Breakfast Not Included, Cable TV, Parking, Safe Deposit Box, Internet Access, Luggage Storage, Direct Dial Telephone, Fax Service, 24 Hour Reception, Housekeeping, Vending Machines, Credit Cards Accepted, Non Smoking, Taxes Included, H_t8]",http://www.hostelworld.com/hosteldetails.php/Hotel-Nizza/Dusseldorf/16074
3935,Leanback Hostel,"[7-8.5, Awards:0, Hungary, Budapest, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Common Room, Bicycle Parking, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Reading Light, Hair Dryers For Hire, Parking, Hair Dryers, Washing Machine, Internet Access, Laundry Facilities, Airport Transfers, Bicycle Hire, Towels for hire, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Currency Exchange, 24 Hour Security, Meals Available, Cafe, Tea & Coffee Making Facilities, PlayStation, DVD's, Board Games, Games Room, No Curfew, Non Smoking, H_t3]",http://www.hostelworld.com/hosteldetails.php/Leanback-Hostel/Budapest/21668
3936,Hotel Carlos V,"[7-8.5, Awards:0, Spain, Granada, Linen Included, Free City Maps, Towels Included, Free WiFi , Wheelchair Friendly, Elevator, Breakfast Not Included, Air Conditioning, Hot Showers, Cots Available, Parking, Hair Dryers, Iron / Ironing Board, Safe Deposit Box, Internet Access, Luggage Storage, Direct Dial Telephone, Fax Service, 24 Hour Reception, Tours/Travel Desk, Wake-up calls, Bar, Vending Machines, Caf̩, Tea & Coffee Making Facilities, Wi-Fi, Credit Cards Accepted, Taxes Included, H_t8]",http://www.hostelworld.com/hosteldetails.php/Hotel-Carlos-V/Granada/11022
3937,Hotel Val de Loire,"[7-8.5, Awards:0, France, Tours, Luggage Storage , Breakfast Not Included, ]",http://www.hostelworld.com/hosteldetails.php/Hotel-Val-de-Loire/Tours/11458
3938,Ritchie's Hostel,"[7-8.5, Awards:0, Czech Republic, Prague, Linen Included, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Security Lockers, Key Card Access, Common Room, Bicycle Parking, Breakfast Not Included, Meeting Rooms, Adaptors, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Reading Light, Hair Dryers For Hire, Hair Dryers, Safe Deposit Box, Washing Machine, Steam Room, Internet Access, Laundry Facilities, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Currency Exchange, ATM, 24 Hour Security, Bar, Cafe, Tea & Coffee Making Facilities, Child Friendly, Credit Cards Accepted, No Curfew, Non Smoking, Pet Friendly, Taxes Included, H_t4]",http://www.hostelworld.com/hosteldetails.php/Ritchie-s-Hostel/Prague/692
3939,Turfnsurf lodge Bundoran,"[7-8.5, Awards:0, Ireland, Bundoran, Free Breakfast, Linen Included, Free Parking, Free City Maps, Towels Included, Free Internet Access , Common Room, Bicycle Parking, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Reading Light, Parking, Card Phones, Internet Access, Luggage Storage, 24 Hour Reception, 24 Hour Security, Tea & Coffee Making Facilities, PlayStation, Credit Cards Accepted, H_t5]",http://www.hostelworld.com/hosteldetails.php/Turfnsurf-lodge-Bundoran/Bundoran/18754
3940,O' Shea's Bed and Breakfast,"[>8.5, Awards:0, Ireland, Dingle, Free Breakfast, Free Parking, Towels Included, Free WiFi , , H_t9]",http://www.hostelworld.com/hosteldetails.php/O-Shea-s-Bed-and-Breakfast/Dingle/10079
3941,Youth Shack,"[5-7, Awards:0, Australia, Darwin, Linen Included, Free City Maps, Free WiFi , Security Lockers, Swimming Pool, Key Card Access, Common Room, Bicycle Parking, Breakfast Not Included, Air Conditioning, Book Exchange, Hot Showers, Self-Catering Facilities, Outdoor Terrace, Jobs Board, Parking, Outdoor Swimming Pool, Microwave, Washing Machine, Internet Access, Laundry Facilities, Airport Transfers, Towels for hire, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, ATM, Postal Service, 24 Hour Security, Housekeeping, Bar, Vending Machines, Games Room, Pool Table, Credit Cards Accepted, No Curfew, H_t3]",http://www.hostelworld.com/hosteldetails.php/Youth-Shack/Darwin/16551
3942,Agoo Hostel,"[7-8.5, Awards:2, Ghana, Accra, Free Breakfast, Linen Included, Free Parking, Towels Included, Free WiFi, Free Internet Access , Common Room, Bicycle Parking, BBQ, Air Conditioning, Hot Showers, Self-Catering Facilities, Outdoor Terrace, Reading Light, Parking, Hair Dryers, Ceiling Fan, Steam Room, Internet Access, Laundry Facilities, Airport Transfers, Luggage Storage, 24 Hour Reception, 24 Hour Security, Housekeeping, Bar, Meals Available, Board Games, Age Restriction, Credit Cards Accepted, Credit Cards Not Accepted, No Curfew, Non Smoking, Taxes Included]",http://www.hostelworld.com/hosteldetails.php/Agoo-Hostel/Accra/77114
3943,Hotel & Hostal Berakah Copan,"[7-8.5, Awards:0, Honduras, Copan Ruinas, Free Breakfast, Linen Included, Free Parking, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Bicycle Parking, BBQ, Book Exchange, Hot Showers, Fridge/Freezer, Cable TV, Outdoor Terrace, Parking, Ceiling Fan, Safe Deposit Box, Internet Access, Laundry Facilities, Airport Transfers, Bicycle Hire, Towels for hire, Luggage Storage, Tours/Travel Desk, Currency Exchange, Shuttle Bus, Postal Service, 24 Hour Security, Housekeeping, Concierge, Express check-in / out, Late check-out, Reception (limited hours), Wake-up calls, Vending Machines, Caf̩, Tea & Coffee Making Facilities, Pool Table, Wi-Fi, No Curfew, Taxes Included, H_t4]",http://www.hostelworld.com/hosteldetails.php/Hotel-and-Hostal-Berakah-Copan/Copan-Ruinas/54512
3944,Casa Tikal,"[>8.5, Awards:0, Guatemala, Flores, Free Parking, Free City Maps, Free WiFi , Breakfast Not Included, Parking, Ceiling Fan, Tours/Travel Desk, Shuttle Bus, Tea & Coffee Making Facilities, Wi-Fi, Credit Cards Not Accepted, No Curfew, Taxes Included, H_t8]",http://www.hostelworld.com/hosteldetails.php/Casa-Tikal/Flores/87800
3945,Family Cozy Bed and Breakfast,"[5-7, Awards:0, Ethiopia, Addis Ababa, Free Breakfast, Free Parking, Towels Included , Bicycle Parking, Self-Catering Facilities, Cable TV, Parking, Safe Deposit Box, Card Phones, Internet Access, Laundry Facilities, Luggage Storage, 24 Hour Reception, 24 Hour Security, Housekeeping, Late check-out, Reception (limited hours), Restaurant, Bar, Meals Available, Caf̩, Tea & Coffee Making Facilities, No Curfew, H_t3]",http://www.hostelworld.com/hosteldetails.php/Family-Cozy-Bed-and-Breakfast/Addis-Ababa/47004
3946,Stumble Inn Backpackers Lodge,"[5-7, Awards:0, South Africa, Stellenbosch, Linen Included, Free Parking , Swimming Pool, Common Room, Bicycle Parking, BBQ, Breakfast Not Included, Steam Room, Bicycle Hire, Luggage Storage, Tours/Travel Desk, Bar, Credit Cards Accepted, No Curfew, H_t6]",http://www.hostelworld.com/hosteldetails.php/Stumble-Inn-Backpackers-Lodge/Stellenbosch/999
